[00:00] 今夜我用尽所有。
[92:56] 他特别暴躁，你们不要说我是心理学家，你们才是心理学家，你们全家都是心理学家。他甚至威胁他们说，你们要是把我的实验用在心理学术语当中，我就开枪崩了他。但是他一死，他们就把他放到了心理学的行列当中哈。所以他也是一个特别固执，又有点惨的小老头哈。
[93:17] 嗯，那说一下哈，首先呢这个地方它都有哪些相关的基础实器，大家需要知道。第一个记忆痕迹衰退说是不是跟它有关。咱们涉及到了巴甫洛夫桑代克亚里士多德记忆痕迹衰退说哈。那第二个呢，它是最早提出强化概念的就强化这个词啊，可能同学们在斯基娜那个地方印象会比较深。在后续。
[93:39] 但是这不一并不是谁独有的一个词汇，行为主义都会涉及到一些强化的问题。那谁最早提出了这样的一个词，这样的一个概念呢？是我们的巴甫洛夫，你这个要清楚。那第二个呢，它是高级神经活动学说的创始人，就是他提出了神经系统的反应这种。
[94:00] 就什么呃例如给了什么样的刺激，相应得到什么样的后天的反应，这样的一个学说的创始人，也是这种生物学的奠基人，这块简单了解就可哈。来看他的经典实验，狗进食摇铃实验，这块是后续给大家补充的哈，一个基术，而且是前面的一个总结，有的总结就没给大家写哈。
[94:24] 你可以基础实际，你也可以随便补充一下哈。来继续往下看。首先狗进食摇铃实验这块呢，我们要先清楚一个观点，什么叫做反射反射哈。反射呢它可以分为无条件反射和条件反射。那什么是无条件反射先天的不学而会不学而能的？
[94:46] 就是通过一些无条件刺激建立起的无条件反应，这样的一个过程叫做无条件反射。就例如给大家吃东西，大家是不是都会分泌唾液，不分泌唾液就噎死了呀，所以这是要学习吗？不需要，那食物就属于一种无条件刺激。
[95:10] 而分泌唾液这个人的行为反应就是一种无条件反应。那这块什么叫无条件刺激？你就理解为能引起无条件反应的刺激，就叫无条件刺激。那同样进入人眼的气流，让人眨眼。这个需要后天学习吗？
[95:31] 不需要，那不需要后天学习的这个反应叫无条件反应。那引起它这个刺激，我们就叫无条件刺激。那心跳反应，我敲你的波浪盖下方，哎，你腿会弹跳起来，不需要学习。那敲你那一下是无条件刺激。所以这块可以理解不那整个这个过程叫无条件反射。
[95:54] 就有的时候同学们对有些词一定掐的死死的，就考试的时候说到无条件反应，无条件反射，同学们都想区分一下。老师无条件反应和无条件反射咋区分呀？他如果产生了无条件反应就代表他有了无条件反射。有的时候这两个词会混用哈，混用反应反射会混在一起说哈嗯。
[96:18] 好，那后天建立的呢叫做条件反射，叫信号反射。怎么理解呢？就例如听到铃声就上课。首先呢在这个地方是你先天听到铃声，你就会去上课吗？孩子一出生，听到铃声跑到教室做好了，怪吓人的哈，这是一个后天学习的一个结果。
[96:40] 那上课呢它是一个反应，那听到铃声呢是一个刺激，然后闹铃响就起床，这个是多多少少有点争议哈，你看你怎么解读了，如果是解读的话，被声音吵醒会起来是一回事儿。如果是建立了一种闹铃意识是另一回事哈。所以这个地方解读不同，所以答案会有点不同。
[97:01] 那我们今天把它放这儿呢，更多是从另一个角度解读的。就是就像我们平时设定了，我就要7点钟起床，知道7点钟要干嘛。那这个铃声响了之后，小宝宝他不是起来了，说我接下来就要干嘛了吧。但是咱们相应的会起床吧。所以他解读的角度不同？他这个答案是有争议的哈。哎，所以为什么放这我简单跟大家说一下。
[97:24] 这种考察的可能性不大。但如果考的话，他就会说的相对来说比较明确哈比较明确。说一下争议。好了，那我们继续看哈，那在这里边呢引起无条引起条件反应的刺激叫啥呢？叫做条件刺激哈，叫做条件刺激。对，之前应该是去年末考考过一回哈嗯。
[97:45] 好，那了解了这个词呢，我们再看狗进食药0实验。首先嗯刚开始呢给狗食物，狗流口水，你告诉我这时候它吃到食物流口水是先天就有的还是后天的一个结果，先天的一个结果？
[98:06] 那既然是先天的一个结果，你告诉我现在它这个反射属于什么？反射是无条件反射还是条件反射，无条件反射。来，那你告诉我区分一下吧，哪个是无条件刺激，哪个是无条件反应。。
[98:28] 刺激是别人给的，反应是这个狗做出来的，食物是无条件刺激，流口水是无条件反应，这个能区分吧？考试的时候就会给你做这样的区分哈。然后它这个实验怎么做的呢？既然食物能引起流口水。
[98:48] 于是他将食物和铃声结合给狗，看狗流不流口水。来，你告诉我第一次结合的时候，狗仍然流口水，是因为谁流口水，是因为食物啊，还是因为铃声啊？你思考你猜猜食物为什么是食物，就是刚开始第一次他在这吃东西的时候，你给它放音乐？
[99:10] 他顶多是越吃越愉快，他是不是还是因为吃到了食物，所以他才开心啊，还没建立起来呢。所以刚开始的这个反应依然是无条件反应。所以刚开始这个反应依然是无条件反应。那你告诉我这时候这个食物叫什么？
[99:32] 引起无条件反应的无条件刺激呗。那铃声在这里边是不是不起作用啊？那我们就给它起了一个特别中性的名称哈，叫中性刺激。因为这时候它还不起作用，所以叫中性刺激。
[99:53] 那这个实验怎么做的呢？它就是将铃声和食物反复结合。什么叫反复结合，一有食物就有铃声，一有食物就有铃声结合了N次，然后狗就会有什么感觉？它心里就有数了，哎呦，铃声一来代表马上就会有食物。
[100:13] 因为他俩总是同时出现的，所以一听到铃声，它就开始流口水了，对不对？那等到单独听铃声流口水，你告诉我，这是先天就对它有感觉的，还是后天建立的感觉，它天生对铃声有感觉吗？所有的狗天生听到铃声就叭叭流哈喇子吗？没有，这是后天的一个结果。
[100:35] 那后天的一个结果，你告诉我这个反应叫条件反应，还是叫无条件反应，条件反射条件反应，那这里边我们的铃声叫什么？？
[100:57] 这时候引起条件反应的刺激就叫条件刺激了。所以同学们，你们有没有发现咱们的这个铃声，人家是有发生身份的转变的。从一个中性刺激不起作用，然后反复跟这个。
[101:19] 食物碰瓷儿，两个人总是在一起，仿佛瞻仰了一些流量一样。当他一出现，哎，也引起了这种后天的一种感觉哈。所以当他单独出现引起的反应，就是后天建立的一种条件反射。好了，那这个实验看明白了吗？来带大家捋一下实验哈。小白同学对这个实验有的时候都懵哈，打好基础。首先刚开始。
[101:42] 实验是怎么做的？单独给食物，它流口水，吃东西流哈喇子很正常啊。然后呢，既然食物能引起流口水，所以将食物和铃声一起给狗狗流口水。因为他俩总是搭瓣出现，就跟两个闺蜜似的，他俩总一起出现。当树袋熊单独出现的时候，别人就会问他，哎，娃哈哈呢。
[102:05] 你们俩不总一起出现吗？那你到了，它是不是就到了，就这个意思啊，就他俩总一起出现，所以单独给铃声的时候，这个狗就默认为食物到位了或默认为食物马上就到位了。所以它也会流口水。哎，那这就建立起了这样的一个后天的条件反应。条件反射。
[102:29] 比如说放在一起说啊，反应反射都可以。所以看明白了吧？哎，那这里边铃声我刚刚说了，它是不是有身份的转变，是中性刺激到条件刺激的一个过程。那流口水有没有一个转变，虽然都是流哈喇子，但是人家起初的流口水是什么？是无条件的。
[102:51] 反射反应到后来产生的是条件反射反应引起的对象不一样了，这都是一个变化过程，对吧？那还有在这里边结合你告诉我怎么结合，它才会最后单独对铃声起反应，我铃声食物能不能同时出现，反复同时出现。
[103:13] 反复同时出现，所以一给铃声，哎，就觉得食物要来了。所以强调他俩可以同时出现。那除了同时以外，我能不能先给他食物，让他吃呢？吃正嗨，我再给他铃声，这时候结合多次再给铃声有用吗？
[103:33] 可以吗？不可以不可以，为什么不可以，你都吃食物，你都留完哈喇子了，我再给你铃声咋的跳个舞消化一会儿啊，有用吗？没用，要咋才有用，一定是先给铃声紧接着食物，为啥这样有用，你思考一下呀？你思考一下狗的心理，。
[103:56] 有铃声马上失物就来，有铃声，马上食物就来，铃声仿佛就是一个预告作用，给你一个预告，马上要开饭了。就像所有的鸡嗯，就像有人养那个鸡场特别多的鸡，然后就会打铃，然后有摇铃啊或打铃啊，或者是放个音乐就代表马上到点吃饭了，他们就聚集在一起了。所以这个铃声就相当于预告。
[104:19] 最要先零声紧，紧接着食物能听明白吗？听明白给老师扣个一，但是先给食物都吃饱喝足了，还有什么好留的哈那在这个过程当中，我刚刚说食物它是无条件刺激还是条件刺激来着还记得吗？无条件刺激？
[104:41] 那这时候的铃声刚开始不起作用，它是什么刺激来着？中性刺激来，你给我转换一下，哪个刺激和哪个刺激能同时呈现结合，让它建立起后天的条件反应。就是从铃声和食物转换成人家的学术名称。对，无条件刺激。
[105:05] 和中性刺激可以同时反复结合，能建立起后天条件反应，或者是先谁先给中性刺激，也就先给铃声，然后紧接着谁紧接着无条件刺激，反复多次会建立起后天的条件反射。
[105:29] 条件反应这个地方跟上看明白了的话，给老师扣个一哈，仔细勾我的节奏，这个地方不要打瞌睡哈，不要玩。嗯，好了，那这个地方看明白，我们再看哈。你看咱们这时候这个铃声是不是跟食物一样厉害，人家刚开始食物就能单独引起流口水？
[105:50] 这时候铃声也能单独引起流口水，然后巴甫洛夫就想个招了。既然铃声现在跟食物一样牛，那我能不能在铃声的基础上再做一个实验，所以他就把铃声和灯光结合。那刚开始结合的时候，灯光能引起反应吗？灯光先天就能引起流口水的反应吗？不能。
[106:13] 所以灯光在这个阶段，它也是一个中性刺激，铃声呢依然是条件刺激，不过是原先的那个条件刺激一流口水也是因为铃声的反应，这块能跟上吗？就是相当于把食物替换成了铃声，但是名声一直跟着变了哈，变了，然后结合了N次还是N次。
[106:37] 这时候单独给铃声发现，哎呦，铃声你不一般，你竟然也引起了流口水。你这个地方不要质疑，我说老师我觉得不行，你觉得没有用哈。人巴甫洛夫做完了这个实验，铃声能引起流口水了，所以这是一个后天的条件反射2吧。那这时候你告诉我灯光，他身份变了变成什么了？。
[106:58] 灯光变成什么身份了，它也变成了条件刺激。因为这时候的流口水是后天建立的条件反应，是由于灯光所引起的条件反应。嗯，这个地方看明白了。哎，那整个这个过程当中，我们就把它称之为二级条件作用。
[107:22] 而前面呢我们称之为一级条件作用。二级条件作用呢也可以叫做高级条件作用。来，我们再把整个实验带着大家快速捋一下哈。你看一下这个思项，其实很简单很好玩。
[107:45] 就是起初给他食物能单独引起流口水，这是先天就有的反应。然后巴普罗夫呢就让他跟我们的铃声结合结合了很多次。所以呢一有铃声他就觉得食物来了，所以单独给食物他也流口水。后来发现单独给铃声间也流口水的话，那我就把铃声再跟。
[108:08] 别人再结合一下吧，将铃声和灯光结合流口水。那这时候结合久了的话，其实狗就会有一个印象，有灯光就有铃声，有铃声就有食物，就感觉他们仨仿佛抱团的感觉哈。所以单独给灯光它也就引起了流口水。那这里边我们就要区分了。
[108:30] 不管是铃声引起流口水还是灯光引起流口水，先天狗对他们就有感觉吗？先天对这玩意儿有感觉的这种情况，我们叫做什么？叫做无条件反应，那后天对它有感觉的这种情况。
[108:51] 都叫做条件反应。所以在这里边我们这个是条件反应，也可以叫条件反射，而这个也是条件反射，怎么判断的？来快速回答，怎么判断的？因为他们先天对他们都没有感觉，都是后天的一个结果导致的。
[109:13] 而实物呢它是无条件反射，是因为先天对它就有感觉复杂吗？这么看是不是不复杂呀，就判断先天后天就可以了哈。嗯，然后但是呢咱们涉及到的一级和二级。你需要看一下。
[109:33] 这块稍微有些复杂哈，仔细听打起精神哈。首先呢在这里边你自己对比一下咱们的一级和二级的建立过程当中有哪儿不一样了，有哪不一样了。一级的建立条件反射是跟谁结合建立起来的？
[109:53] 是不是他是从一个无条件反应开始的这是它的开始阶段。所以一级的建立是结合了谁，结合了无条件刺激，碰瓷了无条件刺激。但是呢我们二级的建立呢？它碰瓷的是谁呀？碰瓷的是铃声。
[110:16] 是一个后天的条件刺激。所以同学们你告诉我做题当中一级、二级怎么区分，或者是一级和高级怎么区分？那你就要推导它整个建立的过程，看它结合的是无条件这种先天有感觉的东西，还是结合的后天有感觉的东西。
[110:40] 就看它结合的是谁，这个地方听明白了吗？听明白给老师扣个一，看他跟谁搭伴儿碰瓷的谁哈。那还有呢就是我们刚刚的建立的过程哈，刚刚建立的过程当中，我们在这个实验步骤二的时候，我们说怎么结合才能让它最终对铃声有反应来着？
[111:03] 来，你给我回忆一下谁和谁怎么结合，是同时还是谁先谁后，是不是强调无条件和中性同时，我写在这儿了哈，无条件刺激和中性刺激它可以同时。
[111:24] 为什么要？同时还是那句话有铃声就有食物，有食物就有铃声，所以一出现铃声，他就觉得食物到位了，或者是先给谁呀？先给铃声，铃声就好像一个预告，告诉你马上食物就来了，紧接着哈，一定要紧接着给食物，这个无条件。
[111:47] 为什么要紧接着？因为你给他响个铃声，放半天了，你再给他实物，他也不知道他俩有联系啊，这个预告还有啥作用就没用了哈，所以一定要紧接着，这是他这步。那我们再看咱们在二级的建立的过程当中，实验步骤四，你思考一下对应一下上面的步骤2，你觉得他们怎么结合。
[112:10] 才能让最后对灯光有反应。来，你跟上面对比，你能不能捋出来谁和谁可以同时条件刺激和谁中性刺激，是不是可以同时就代表有铃声就有灯光，有灯光就有铃声，预示着灯光有或者是先谁啊？
[112:32] 或者是先谁呀，先谁先中性，为什么先中性有灯光，紧接着铃声，紧接着食物，就灯光成为了一个铃声的预告。因为铃声是实物的预告，所以它一定要是先哎它成为了一个铃声的预告，。
[112:55] 铃声在预告着食物，所以它紧接着是条件刺激。好，来，这个都看明白了吗？都是你们自己推的，你们看明白了吗？看明白给老师扣个一。那咱们结合一下好记哈，这么样看起来太复杂了，怎么好记。你看要么是中性在先，后边可以是无条件。
[113:18] 也可以是条件，要么就是都同时。所以我记得时候不复杂吧，就一个口诀，要么先中性，要么怎么样，要么和谁同时和咱们中性同时。
[113:39] 就这句话哈，要么先中性，要么和中性同时ok这就记住了哈，考试都是候考顺序哈。然后在此基础上我们再看一下哈，再看一下，咱们这里边会有一个判断，大家容易错，就是高级条件作用当中说条件刺激高级作用建立的时候，条件刺激似乎成了一种。
[114:01] 替代性的无条件刺激。来这句话有没有同学给我解读一下这句话是啥意思？为什么说它替代了无条件刺激，谁是中性条件刺激啊？铃声铃声以前食物能单独引起流口水？现在铃声。
[114:24] 能单独引起流口水，以前用食物这个无条件刺激和别人结合，现在用铃声这个条件刺激和别人结合。所以在咱们这个二级建立的过程当中，铃声是不是相当于人家原先食物的那个职位。替身文学呀，他搞起了替身文学代替了人家的工种？
[114:48] 串位了对吧？所以这就是替代了的过程。这句话能听明白，起着一样的作用了哈。所以这个地方考试的时候会有这样的一句话说中性刺激一旦成为了条件刺激，就可以作为无条件刺激，说的要弯弯绕哈。谁是中性刺激。刚开始铃声一旦成为了条件刺激。
[115:11] 就可以作为无条件刺激的作用，跟别人进行结合了。看明白了吗？就铃声起初是中性刺激，结合久了，铃声变成了条件刺激。然后呢，铃声取代了条件刺激，它可以跟别人结合，所以他就可以作为这个作为哈，同学容易毁，其实就是替代的意思。
[115:34] 就上面那句话替代的意思，这么看这句话看明白了吗？看明白给老师扣个一。嗯，好了，那我们再捋一下哈。首先整个实验流程你们记住了吗？这个实验流程不难记吧。你就看和另一个结合，最后单独起作用了，再跟别人结合又单独起作用了，能不能建立三级，建立更高的。
[115:58] 只要狗没问题，那就可以哈，但是到后期狗会有点问题哈，三级勉强可以四级就更难了哈。好了，那除了记忆这个实验以外，这是第一个考点。第二个考点呢就是咱们记住的实验顺序，实验顺序那个口诀还记得吗？那个建立的过程那个顺序。
[116:19] 要么先中性，要么和中性同时，这是咱们的第二个考点。那第三个考点呢，就是我刚刚说的那句话，高级条件作用当中，谁替代了无条件刺激，谁替代了无条件刺激？
[116:41] 在高级的建立中，谁替代了无条件刺激条件刺激？那条件刺激原来是什么刺激啊？原来是中性刺激，所以还可以转换成什么话呢？中性刺激一旦变成了条件刺激，就可以作为无条件刺激。我再说一遍，这个作为你就把它转换成替代的意思。
[117:04] 就可以替代无条件刺激。但是出判断你要能反应过来，因为他说的有点抽象，但其实都是那个实验道理。这三个都看明白了，前面这个实验你就没问题了，没问题的话，给老师扣个一，跟上节奏了吗？嗯，很棒哈，很棒。
[117:24] 好了，来做第一道题，理论实际就考建立过程。你看下面哪个是错误的，口诀快速给我上，要么同时同时要么先谁中性中性只有它不符合口诀选C。
[117:47] 这道题这么看就不难了吧。哎，用这个口诀咱们快速得哈。然后第二个呢例子分析来，同学们这块其实你说题难吗？难也没那么难。但是你们有同学做不明白，很重要的一原因。第一个刺激反应分不明白，什么是刺激，别人给的那别人给了刺激产生的这个。
[118:09] 个体的这个狗的这个人的行为反应叫反应。所以你要分辨出哪个是刺激，哪个是反应。然后第二个呢，就是你要区分是先天就对这个刺激起反应的，还是后天对这个刺激起反应的，从而分辨是无条件刺激。
[118:29] 反应还是条件刺激反应来一一感受一下哈。首先第一题来慢点做哈，铃声可以诱发狗是这个行为主体人吧？唾液分泌的反应。来铃声属于什么属于刺激，引起了什么反应。
[118:52] 所以同学们，你有没有发现巴普洛夫这个地方强调刺激在前，还是强调反应在前。它的所有的实验，你看前面这个实验也是一样，管它零声流口水还是食物流口水，是不是都是刺激在前，管它是中性刺激还是什么刺激，都是反应在后，对吧？唉，这是它的一个实验核心哈。
[119:13] 那铃声狗先天对铃声就有反应吗？一出声铃声一响就叭叭流哈喇子吗？没有后天的结果。所以你看题目落脚点问的是谁，问的是分泌唾液吗？不是它问的是铃声，那你要把谁排除把反应反射排除，那它属于后天的，因此选谁？？
[119:36] 选C看明白了吗？要这么细细分哈，刚刚谁打4D，你是没看明白，还是在这逗我玩呢？看明白了哈，看明白没有问题，我们再看下一道题哈。来我们还是细细分哈。
[119:57] 闻到炒菜的香味就流口水，你告诉我哪个是刺激，哪个是反应。我为什么流口水呀？因为闻到这个味道，味道是刺激，流口水是这个主体的外在行为反应，它的行为反应，香味儿是别人给他的那这里边分别问香味儿。
[120:18] 和流口水分别是啥？你想啊，这是先天还是后天的，后天的，所以选择2B。有同学这个先天后天分不清，你就反问自己，我天生对这个我就会流口水嘛？那你闻到香水味，你也叭叭流口水吗？香水味也香啊？有同学说我咋觉得是先天，你闻香水味也觉得香吗？
[120:41] 你一定要是闻过这个味儿，然后吃过你知道这玩意儿好吃，然后你再闻到这个味儿，你就知道想到那种好吃的感觉了。所以你流口水。那为什么有的人闻榴莲，流口水，有人闻榴莲不流口水呢？是不是就是因为吃过觉得好吃，然后呢才会对它流口水，对吧？
[121:03] 嗯，所以这个东西是后天的一个结果，能明白不？要不你闻特别香水味，你也没流口水，反倒有的香水味觉得刺鼻只会会觉得好闻不好闻哈，不涉及流不流口水的问题。我都不想说你们那个帅哥问题哈。来，这个过了哈，下一个。
[121:26] 选哪个？首先哈他说大扇贝大扇贝，你告诉我它属于刺激还是反应，反应应该是恶心，应该是呕吐吧。因为恶心呕吐是这个个体的行为反应，所以它刺激，那直接把反应直接给我排除掉了，还是那句话，你问问自己。
[121:49] 你天生对大扇贝有感觉吗？天生看到扇贝你就吐，闻到扇贝味你就吐。没有。而且你看这道题还有一句话给你说的明明白白的。他说了，为什么对大扇贝有反应，是因为曾经让你呕吐过，是不是在这儿他也明确告诉你，这是一个后天导致的一个结果呀？
[122:12] 嗯，所以呢它一定是条件刺激，这三道题都能分明白吗？能跟着老师的节奏分析做对，那你这块问题就不大了哈。嗯，来拔高了，说一下哈，这块每一块我都交给了你的解题技巧。你别随便听听就完了。这都是你们以往做题做不明白的一些原因哈，我都给你放这了。
[122:36] 来下一个呢做不明白的原因就是例子当中不会区分刺激和反应，甚至是整个建立过程没联想到。来首先第一道题，就这道题当时考的时候24年我都觉得特别简单。但咱好多同学没整明白，是我当时特别疑惑的哈，就是这个例子没学会去分析哈，。
[122:59] 一坐汽车就会晕车并伴随呕吐的现象。后来一听到坐汽车就开始呕吐。首先这个题其实你不用特别复杂，因为他直接问你，他属于这个操作性条件反应吗？这是我们后边司季娜的观点。
[123:21] 他强调反应在前，刺激在后。那一旦考这样的题目，你第一反应是啥？他应该可以对比经典来考。如果这么问，大概率是和经典进行对应，那我就看他刺激在前还是反应在前。那你告诉我，他一听到坐汽车就会呕吐，哪个是刺激，哪个是反应。
[123:44] 呕吐啊，这不是个体的行为反应吗？坐汽车不是外在给的吗？所以听到坐汽车哈是外在给的那坐汽车是刺激，呕吐是反应。强调由于坐汽车引起的，所以它是刺激在前反应在后。那这个就不是操作应该是经典，看明白了吗？
[124:07] 看明白给老师扣个一来同样的道理，你给我看第二题，你告诉我哪个是刺激，哪个是反应。
[124:28] 驴是这个里边的个体，看到作揖，这不是外在给的吗？精跳不是它个体的反应吗？所以作一是刺激吧，精跳是反应吧。所以这道题选C，这么快就出来了。但如果这道题你想细化一下的话，把前面也都看一看的话。
[124:52] 其实它整个强调的是一个经典的建立过程。作揖是啥？你如果不明白，你就不用记这个词鞠躬，你可以把它理解为鞠躬。嗯，嗯整个建立过程哈，建立过程呢就是它怎么建立的，就是他做出这样的鞠躬的动作会伴随着。
[125:14] 伴随着鞭打的一个过程，就是每次鞠躬就鞭打，每次鞠躬就鞭打，那一鞭打驴一定会有反应，驴会怎么样轻跳。然后呢，他将这个过程重复了多次之后，单独没打它，光在这鞠躬，它也会怎么样，它也会跳起来。
[125:36] 所以其实前面描述的是这个建立的过程。但有同学如果你整不明白他怎么建立，你就看最后一句话，你完全能做对题，就看自己在前反应在前，是不是？所以这看明白了吗？看明白给老师扣个一嗯，来拔高了哈，拔高2。
[125:58] 这个地方呢考的是高级还是低级，高级低级听老师那句话，看它结合的是谁。但是这个结合的是谁呢？一般实验的过程，题目的过程你需要有一个推导，你不推导，你可能判断不出来哈。
[126:18] 有同学做过，所以他特别快，有同学没做过，他就整懵了哈。来这道题教教你们怎么做。首先呢说学生进考场或当老师宣布即将考试就会感到焦虑。遇到这样的题，你告诉我先判断啥谁是刺激，谁是反应，进考场或者是宣布考试，这个是什么？
[126:41] 刺激学生感到焦虑，这是个体的反应吧。行为反应。所以他问你用哪个理论来解释，那他强调的不应该是条节反应的建立过程呢？强调是刺激到反应的连接吗？涉及到消退问题了吗？什么是消退，后边会讲哈，就是切断连接。
[127:04] 光有刺激不反应了，它没有任何的消退。什么是泛化，就是对相似刺激都反应，分不清这个刺激和别的刺激分化分清两个刺激不一样。但这里边涉及到两个多个刺激吗？没有，就是前面这个刺激会引起后边的反应。这两个首先排除了。那这是做题的第一步判断刺激反应。
[127:26] 谁在钱从而排除一些相关项。那第二个给我们选项只有一级和二级，那你就要思考了一级和二级怎么建立。来，我们先回忆一下狗那个建立过程，一级是怎么建立的，给铃声给食物它会流口水。
[127:47] 到食物和铃声结合流口水，最后单独给铃声流口水，这是一级的建立，都是跟无条件建立的对吧？那二级呢是不是都跟铃声起反应建立的铃声流口水，然后将这个后天的铃声再跟后天的灯光结合流口水。
[128:11] 最后灯光流口水，但你们不需要这么细哈，我之所以这么细，是为了让你结合前面的去推导哈。那回到这道题目当中，你看我们现在已经锁定了一个什么信息点，就是刺激是啥？刺激是进考场或者是宣布考试这件事儿，会引起反应是啥？
[128:34] 焦虑。那你告诉我这个是一个先天的还是一个后天的，我先天进考场或听到考试，我就会焦虑吗？后天的，所以它一定是一个什么无条件还是条件的过程，。
[128:55] 条件反射的一个结果过程。好，那到这儿我们就要思考了。那你说为什么进考场焦虑，这是怎么建立而来的？就像我为什么对灯光流口水，为什么对铃声流口水？我是怎么建立而来的，你是不是就要思考一下，它跟谁结合才会产生这样的结果？
[129:19] 所以为什么说这道题难呢？就是你需要往上进行一个推导。嗯，那你觉得为什么进考场会焦虑啊？如果他进考场就成功，进考场就成功，他还焦虑吗？焦虑个毛线，我一点也不焦虑，我可爱进考场了。所以为什么进考场焦虑，我们推断大概率原因是因为失败。
[129:43] 产生的焦虑来到这一步，你能看清吗？这个失败是我假定的，能看明白这一步的推导给老师扣个一，就是我思考的结合点。那再往上一步，你告诉我我上一步应该写谁产生焦虑，你结合这些实验，我应该说谁产生焦虑失败，。
[130:06] 好了，我们就推到这儿了哈，不推了。那这时候我就要问自己了一个问题了，失败天生就会让我焦虑吗？他是一个天生有感觉的无条件刺激，还是后天有感觉的条件刺激，不是是后天的。
[130:27] 小孩天生失败那么多啊，没事走路就跌倒，没事，吃饭就吃不进去，是不是他都失败呀，他难受了吗？他没难受啊，所以他失败，我们也默认为他是一个条件次激。所以到这儿答案出来了，跟条件刺激结合的应该是一级还是高级。
[130:50] 高级好，来给你们30秒时间，自己反映一下这个实验流程。看看能不能看明白我第一步是怎么做的。我先判断是次语在前还是反应在前。。
[131:14] 然后第二步我是怎么做的？我判断了谁是刺激，谁是反应，那我就要思考一下哈，来把这个快速过一遍哈。第一步判断了进考场是刺激，焦虑是反应，。
[131:37] 所以我排除了操作，知道了是经典刺激到反应的过程。那第二步我是怎么做的？我思考了一下，这是先天还是后天的一个结果，后天的一个结果。那我为什么后天对他有反应，我需要进一步的思考。他要结合谁才会导致最终这个结果？
[131:59] 是不是就要对实验过程进行推导啊？这个推导你看前面的狗进视10实验，就结合一个玩意儿，你就推呗，这个很难吗？你就假定一个条件，你就推呗，你管他推失败推啥，你就推去呗。你就想呀，进考场跟什么结合有可能让我们焦虑啊，失败。
[132:21] 甚至你推到这儿你就不用再推了，再上一步你都不用了。你就再问自己一句话，失败是条件刺激还是无条件刺激条件和无条件怎么区分，先天对他有感觉还是后天有感觉先天失败，我就难受啊，就不行了，还是后天的一个结果。
[132:41] 后天啊失败天生没感觉的，天生我们失败那么多。所以你看其实到这儿已经得出答案了，全部都不用推了，选4D。好了，那这道题可以过吗？可以的话，给老师扣个一。对，这里的失败就相当于当于之前的那个铃声。嗯，好，那关于我们这块我们就到这哈。
[133:04] 那接着往下看，就是我们的反射。我们刚刚都说了，分为无条件先天的和条件后天的哈那在后天的这个地方呢，我们又分为了第一信号系统和第二信号系统来仔细听好第一和第二怎么进行区分。首先呢第一是人和动物。
[133:24] 都有的，就是它是一些物理性的。例如听到铃声流口水，狗听到铃声可以流口水。之前巴普洛夫做这个实验的时候，用他弟弟了，然后呢，每次给食物给铃声，他弟弟听到铃声也可以流口水的呀。所以在这里边是人和动物都有的一个反应，对吧？所以呢第一。
[133:45] 信号系统强调的就是具体的一些物理性刺激人和动物都有的。像我们说声光影电。那第二信号系统呢，同学们抓住了人独有有语言，有的同学就分不清，老师声光影电怎么区分，分不清，不要紧，你就看有没有这两个词，语言这两个字。
[134:07] 但凡通过语言给你的这个刺激，那就是第二。如果不是语言给你的这个刺激，那就是第一看明白了吗？嗯，那语言呢我们可以有几个解题角度哈。这块不是包括不是让你做多选的，每个老师讲的角度都不一样，就是给你扩展延伸的，你看一看就可以了啊，重点看里边的内容。
[134:31] 我们可以是口头语言啊，理我今天吃了个小蛋糕，我就跟咱们同学描述，我今天吃了一个提拉米薯可好吃了，上面都是蓝莓。然后呢，它是用咖啡液泡的，口感有点点苦涩，但是有些甜，然后甜又不是特别腻。同学听完了，叭叭流口水了。那我传递给你的刺激，刺激是不是我给你的。
[134:55] 我对蛋糕的这个描述是给你的这个刺激，那是通过什么给你的，通过口头语言描述给的那包括来同学们，有同学就是这个成语分不清，谈虎色变，我们细细猜，你告诉我哪个是刺激，哪个是反应，这样一个词，它也是有刺激反应的。
[135:18] 谈论老虎是别人在谈论，或我们在谈论是一个语言给你的色变是这个人一听啊，脸色变了，所以色变是一个反应。那这个刺激是怎么传递给你的，是不是通过说话口头交流传递给你的？是不是就对应了口头语言啊？那再看谈眉生津。
[135:42] 什么是刺激？什么是反应？生金啊，是这个人口里生金了，所以生金它是一个反应，而谈酶呢是一个刺激。那你告诉我这个刺激是怎么传递给你的，是不是也是通过讨论口头语言传递给你的，所以他们都是有语言。
[136:03] 谈嘛谈就是说话就是讨论，就是讲的一个过程。那也可以用书面语言呀。我不跟你说，我发文字给你看同学说我没听到，我啪啪给你发微信描述小蛋糕多好吃，然后你口里生津了，哎，感觉到怎么怎么样了，那是不是书面语言，或者是我看到胡就害怕。
[136:26] 那虎这个字是什么？是刺激，而且是通过书面语言传递的，是不是写出来的一个字，然后呢，害怕是什么？是反应是这个个体做出来的一个行为反馈。哎，那是通过语言这个字传递的那有的时候呢也可以是内部言语啊，一想到测验就焦虑。
[136:49] 哪个是刺激，哪个是反应，大脑里想到测验，它是一个刺激，然后呢焦虑是这个反应。那这个刺激在大脑里想到测验呀，测验的题呀，测电的文字啊，测验这两个字，你告诉我有没有语言，你大脑里不是个图片吧，你大脑里是在说话吧。
